,-5,-4,-3,-2,-1,0,1,2,3,4,5,best_lag
Austin Hill,-0.1095881457363472,-0.06374997074971663,0.08806159184077358,0.12119955978745847,0.068850889820656,0.1668132686071109,-0.032240100764636605,0.008918365225842474,-0.0036956581373487497,0.06216354798994752,0.17073661929680206,5
Brad Keselowski,-0.07237410230380939,0.05929958709174617,0.11114417643947738,0.20852319211218517,0.08044748044728135,-0.08133267155908055,-0.02106900671912086,0.042060898921330005,0.04162782112361002,0.09020242603940877,0.12028268839801275,-2
Denny Hamlin,0.22297417848685866,0.17976816360469774,0.1725229462230795,-0.03426018219666774,-0.3788741945868122,-0.30834683670174606,0.18168620633955698,0.22445359530640593,0.15807815050636076,0.15451233154354688,-0.056662962083495916,2
Ross Chastain,0.03051556768117795,0.05025840508844078,0.08484646348009466,0.13905437877747412,0.14741807065851698,0.0820963549388514,-0.008085621435438449,-0.006441270765430675,0.00021253644651235087,0.04901977151616995,0.09349444649781563,-1
Todd Gilliland,-0.01692719338688965,-0.016829827950721802,-0.016733576226790618,-0.016638419214606133,-0.01654433834345386,-0.016451315460311394,0.19411669008123206,-0.016638419214606126,-0.016733576226790614,-0.0168298279507218,-0.016927193386889652,1
