year,race_num,track,track_type,fin,start,car_num,driver,manu,team_name,laps,laps_led,status,points,stage_1,stage_2,stage_3_or_duel,stage_points
2024,20,Chicago Street Course,road course,31,34,33,Austin Hill,Chevrolet,Richard Childress Racing,58,0,running,0.0,22.0,30.0,,0
2024,20,Chicago Street Course,road course,32,22,14,Chase Briscoe,Ford,Stewart-Haas Racing,58,0,running,12.0,4.0,14.0,,7
2024,20,Chicago Street Course,road course,33,24,19,"Martin Truex, Jr.",Toyota,Joe Gibbs Racing,58,0,running,10.0,28.0,5.0,,6
2024,20,Chicago Street Course,road course,34,29,41,Ryan Preece,Ford,Stewart-Haas Racing,58,0,running,3.0,37.0,11.0,,0
2024,20,Chicago Street Course,road course,35,12,42,John Hunter Nemechek,Toyota,Legacy Motor Club,57,0,running,2.0,11.0,18.0,,0
2024,20,Chicago Street Course,road course,36,36,4,Josh Berry,Ford,Stewart-Haas Racing,57,0,running,1.0,35.0,23.0,,0
2024,20,Chicago Street Course,road course,37,7,20,Christopher Bell,Toyota,Joe Gibbs Racing,55,14,accident,10.0,2.0,13.0,,9
2024,20,Chicago Street Course,road course,38,37,13,A.J. Allmendinger,Chevrolet,Kaulig Racing,48,0,accident,0.0,16.0,19.0,,0
2024,20,Chicago Street Course,road course,39,1,5,Kyle Larson,Chevrolet,Hendrick Motorsports,33,0,accident,7.0,5.0,39.0,,6
2024,20,Chicago Street Course,road course,40,5,16,Shane Van Gisbergen,Chevrolet,Kaulig Racing,24,9,accident,0.0,1.0,40.0,,0
2024,21,Pocono,long intermediate,1,8,12,Ryan Blaney,Ford,Team Penske,160,44,running,40.0,29.0,27.0,,0
2024,21,Pocono,long intermediate,2,4,11,Denny Hamlin,Toyota,Joe Gibbs Racing,160,31,running,54.0,2.0,1.0,,19
2024,21,Pocono,long intermediate,3,6,48,Alex Bowman,Chevrolet,Hendrick Motorsports,160,0,running,43.0,6.0,7.0,,9
2024,21,Pocono,long intermediate,4,2,24,William Byron,Chevrolet,Hendrick Motorsports,160,0,running,47.0,4.0,4.0,,14
2024,21,Pocono,long intermediate,5,10,22,Joey Logano,Ford,Team Penske,160,3,running,38.0,7.0,9.0,,6
2024,21,Pocono,long intermediate,6,7,45,Tyler Reddick,Toyota,23XI Racing,160,0,running,40.0,3.0,10.0,,9
2024,21,Pocono,long intermediate,7,14,6,Brad Keselowski,Ford,RFK Racing,160,20,running,41.0,8.0,3.0,,11
2024,21,Pocono,long intermediate,8,3,19,"Martin Truex, Jr.",Toyota,Joe Gibbs Racing,160,14,running,39.0,1.0,30.0,,10
2024,21,Pocono,long intermediate,9,11,9,Chase Elliott,Chevrolet,Hendrick Motorsports,160,0,running,43.0,5.0,2.0,,15
2024,21,Pocono,long intermediate,10,29,23,Bubba Wallace,Toyota,23XI Racing,160,0,running,27.0,36.0,18.0,,0
2024,21,Pocono,long intermediate,11,18,17,Chris Buescher,Ford,RFK Racing,160,19,running,26.0,11.0,24.0,,0
2024,21,Pocono,long intermediate,12,13,20,Christopher Bell,Toyota,Joe Gibbs Racing,160,0,running,30.0,9.0,8.0,,5
2024,21,Pocono,long intermediate,13,12,5,Kyle Larson,Chevrolet,Hendrick Motorsports,160,0,running,29.0,32.0,6.0,,5
2024,21,Pocono,long intermediate,14,23,43,Erik Jones,Toyota,Legacy Motor Club,160,0,running,30.0,10.0,5.0,,7
2024,21,Pocono,long intermediate,15,28,14,Chase Briscoe,Ford,Stewart-Haas Racing,160,0,running,22.0,14.0,12.0,,0
2024,21,Pocono,long intermediate,16,16,99,Daniel Suarez,Chevrolet,Trackhouse Racing,160,0,running,21.0,15.0,16.0,,0
2024,21,Pocono,long intermediate,17,15,77,Carson Hocevar,Chevrolet,Spire Motorsports,160,0,running,20.0,13.0,26.0,,0
2024,21,Pocono,long intermediate,18,20,2,Austin Cindric,Ford,Team Penske,160,0,running,19.0,35.0,31.0,,0
2024,21,Pocono,long intermediate,19,30,7,Corey LaJoie,Chevrolet,Spire Motorsports,160,0,running,18.0,16.0,11.0,,0
2024,21,Pocono,long intermediate,20,5,4,Josh Berry,Ford,Stewart-Haas Racing,160,8,running,17.0,33.0,25.0,,0
2024,21,Pocono,long intermediate,21,26,16,A.J. Allmendinger,Chevrolet,Kaulig Racing,160,0,running,0.0,23.0,14.0,,0
2024,21,Pocono,long intermediate,22,34,51,Justin Haley,Ford,Rick Ware Racing,160,0,running,15.0,27.0,23.0,,0
2024,21,Pocono,long intermediate,23,17,3,Austin Dillon,Chevrolet,Richard Childress Racing,160,0,running,14.0,25.0,21.0,,0
2024,21,Pocono,long intermediate,24,21,34,Michael McDowell,Ford,Front Row Motorsports,158,0,running,13.0,12.0,20.0,,0
2024,21,Pocono,long intermediate,25,27,31,Daniel Hemric,Chevrolet,Kaulig Racing,153,0,suspension,12.0,22.0,34.0,,0
2024,21,Pocono,long intermediate,26,35,15,Cody Ware,Ford,Rick Ware Racing,134,0,radiator,11.0,26.0,28.0,,0
2024,21,Pocono,long intermediate,27,1,54,Ty Gibbs,Toyota,Joe Gibbs Racing,132,21,engine,10.0,30.0,29.0,,0
2024,21,Pocono,long intermediate,28,32,42,John Hunter Nemechek,Toyota,Legacy Motor Club,126,0,accident,9.0,18.0,19.0,,0
2024,21,Pocono,long intermediate,29,9,71,Zane Smith,Chevrolet,Spire Motorsports,126,0,accident,8.0,34.0,33.0,,0
2024,21,Pocono,long intermediate,30,36,41,Ryan Preece,Ford,Stewart-Haas Racing,121,0,accident,7.0,21.0,13.0,,0
2024,21,Pocono,long intermediate,31,22,21,Harrison Burton,Ford,Wood Brothers Racing,121,0,accident,6.0,19.0,17.0,,0
2024,21,Pocono,long intermediate,32,24,8,Kyle Busch,Chevrolet,Richard Childress Racing,120,0,accident,5.0,20.0,32.0,,0
2024,21,Pocono,long intermediate,33,31,47,"Ricky Stenhouse, Jr.",Chevrolet,JTG Daugherty Racing,120,0,accident,4.0,17.0,15.0,,0
2024,21,Pocono,long intermediate,34,33,38,Todd Gilliland,Ford,Front Row Motorsports,115,0,accident,3.0,24.0,22.0,,0
2024,21,Pocono,long intermediate,35,37,44,J.J. Yeley,Chevrolet,NY Racing Team,112,0,fuel pump,0.0,28.0,35.0,,0
2024,21,Pocono,long intermediate,36,19,1,Ross Chastain,Chevrolet,Trackhouse Racing,53,0,accident,1.0,31.0,36.0,,0
2024,21,Pocono,long intermediate,37,25,10,Noah Gragson,Ford,Stewart-Haas Racing,13,0,accident,1.0,37.0,37.0,,0
2024,22,Indianapolis,long intermediate,1,5,5,Kyle Larson,Chevrolet,Hendrick Motorsports,167,8,running,49.0,2.0,20.0,,9
2024,22,Indianapolis,long intermediate,2,1,45,Tyler Reddick,Toyota,23XI Racing,167,40,running,46.0,5.0,6.0,,11
2024,22,Indianapolis,long intermediate,3,7,12,Ryan Blaney,Ford,Team Penske,167,0,running,49.0,3.0,4.0,,15
2024,22,Indianapolis,long intermediate,4,18,20,Christopher Bell,Toyota,Joe Gibbs Racing,167,2,running,35.0,12.0,9.0,,2
2024,22,Indianapolis,long intermediate,5,17,23,Bubba Wallace,Toyota,23XI Racing,167,26,running,42.0,11.0,1.0,,10
2024,22,Indianapolis,long intermediate,6,24,38,Todd Gilliland,Ford,Front Row Motorsports,167,1,running,31.0,29.0,33.0,,0
2024,22,Indianapolis,long intermediate,7,38,2,Austin Cindric,Ford,Team Penske,167,0,running,30.0,37.0,27.0,,0
2024,22,Indianapolis,long intermediate,8,25,99,Daniel Suarez,Chevrolet,Trackhouse Racing,167,0,running,29.0,32.0,22.0,,0
2024,22,Indianapolis,long intermediate,9,21,10,Noah Gragson,Ford,Stewart-Haas Racing,167,3,running,29.0,10.0,15.0,,1
2024,22,Indianapolis,long intermediate,10,3,9,Chase Elliott,Chevrolet,Hendrick Motorsports,167,1,running,36.0,17.0,2.0,,9
2024,22,Indianapolis,long intermediate,11,9,47,"Ricky Stenhouse, Jr.",Chevrolet,JTG Daugherty Racing,167,0,running,32.0,9.0,7.0,,6
2024,22,Indianapolis,long intermediate,12,30,77,Carson Hocevar,Chevrolet,Spire Motorsports,167,0,running,25.0,22.0,17.0,,0
2024,22,Indianapolis,long intermediate,13,11,3,Austin Dillon,Chevrolet,Richard Childress Racing,167,0,running,24.0,16.0,24.0,,0
2024,22,Indianapolis,long intermediate,14,19,7,Corey LaJoie,Chevrolet,Spire Motorsports,167,0,running,23.0,19.0,11.0,,0
2024,22,Indianapolis,long intermediate,15,28,1,Ross Chastain,Chevrolet,Trackhouse Racing,167,8,running,22.0,21.0,13.0,,0
2024,22,Indianapolis,long intermediate,16,8,34,Michael McDowell,Ford,Front Row Motorsports,167,1,running,26.0,6.0,28.0,,5
2024,22,Indianapolis,long intermediate,17,27,71,Zane Smith,Chevrolet,Spire Motorsports,167,0,running,20.0,18.0,18.0,,0
2024,22,Indianapolis,long intermediate,18,36,15,Cody Ware,Ford,Rick Ware Racing,167,0,running,19.0,35.0,35.0,,0
2024,22,Indianapolis,long intermediate,19,22,33,Ty Dillon,Chevrolet,Richard Childress Racing,167,0,running,0.0,34.0,26.0,,0
2024,22,Indianapolis,long intermediate,20,35,51,Justin Haley,Ford,Rick Ware Racing,167,0,running,17.0,27.0,23.0,,0
2024,22,Indianapolis,long intermediate,21,26,6,Brad Keselowski,Ford,RFK Racing,167,35,running,16.0,36.0,21.0,,0
2024,22,Indianapolis,long intermediate,22,23,17,Chris Buescher,Ford,RFK Racing,167,0,running,15.0,38.0,34.0,,0
2024,22,Indianapolis,long intermediate,23,6,54,Ty Gibbs,Toyota,Joe Gibbs Racing,167,0,running,17.0,8.0,12.0,,3
2024,22,Indianapolis,long intermediate,24,20,14,Chase Briscoe,Ford,Stewart-Haas Racing,167,0,running,14.0,25.0,10.0,,1
2024,22,Indianapolis,long intermediate,25,34,8,Kyle Busch,Chevrolet,Richard Childress Racing,166,5,running,12.0,28.0,25.0,,0
2024,22,Indianapolis,long intermediate,26,31,41,Ryan Preece,Ford,Stewart-Haas Racing,165,0,accident,11.0,31.0,14.0,,0
2024,22,Indianapolis,long intermediate,27,14,19,"Martin Truex, Jr.",Toyota,Joe Gibbs Racing,165,0,running,13.0,30.0,8.0,,3
2024,22,Indianapolis,long intermediate,28,29,43,Erik Jones,Toyota,Legacy Motor Club,165,0,running,9.0,33.0,31.0,,0
2024,22,Indianapolis,long intermediate,29,10,42,John Hunter Nemechek,Toyota,Legacy Motor Club,161,16,accident,14.0,13.0,5.0,,6
2024,22,Indianapolis,long intermediate,30,32,31,Daniel Hemric,Chevrolet,Kaulig Racing,161,0,accident,7.0,23.0,29.0,,0
2024,22,Indianapolis,long intermediate,31,13,48,Alex Bowman,Chevrolet,Hendrick Motorsports,161,0,accident,10.0,7.0,16.0,,4
2024,22,Indianapolis,long intermediate,32,2,11,Denny Hamlin,Toyota,Joe Gibbs Racing,161,21,accident,23.0,1.0,3.0,,18
2024,22,Indianapolis,long intermediate,33,33,84,Jimmie Johnson,Toyota,Legacy Motor Club,110,0,accident,4.0,24.0,30.0,,0
2024,22,Indianapolis,long intermediate,34,12,22,Joey Logano,Ford,Team Penske,109,0,accident,3.0,14.0,32.0,,0
2024,22,Indianapolis,long intermediate,35,37,4,Josh Berry,Ford,Stewart-Haas Racing,104,0,accident,2.0,26.0,19.0,,0
2024,22,Indianapolis,long intermediate,36,16,21,Harrison Burton,Ford,Wood Brothers Racing,74,0,accident,1.0,15.0,36.0,,0
2024,22,Indianapolis,long intermediate,37,15,16,A.J. Allmendinger,Chevrolet,Kaulig Racing,74,0,accident,0.0,20.0,38.0,,0
2024,22,Indianapolis,long intermediate,38,4,24,William Byron,Chevrolet,Hendrick Motorsports,73,0,accident,8.0,4.0,37.0,,7
2024,22,Indianapolis,long intermediate,39,39,66,B.J. McLeod,Ford,MBM Motorsports,15,0,engine,0.0,39.0,39.0,,0
2024,23,Richmond,short track,1,6,3,Austin Dillon,Chevrolet,Richard Childress Racing,408,35,running,50.0,7.0,5.0,,10
2024,23,Richmond,short track,2,1,11,Denny Hamlin,Toyota,Joe Gibbs Racing,408,124,running,52.0,2.0,3.0,,17
2024,23,Richmond,short track,3,10,45,Tyler Reddick,Toyota,23XI Racing,408,8,running,40.0,9.0,7.0,,6
2024,23,Richmond,short track,4,8,23,Bubba Wallace,Toyota,23XI Racing,408,0,running,42.0,5.0,8.0,,9
2024,23,Richmond,short track,5,22,1,Ross Chastain,Chevrolet,Trackhouse Racing,408,0,running,32.0,11.0,12.0,,0
2024,23,Richmond,short track,6,5,20,Christopher Bell,Toyota,Joe Gibbs Racing,408,122,running,50.0,1.0,2.0,,19
2024,23,Richmond,short track,7,15,5,Kyle Larson,Chevrolet,Hendrick Motorsports,408,17,running,30.0,13.0,15.0,,0
2024,23,Richmond,short track,8,19,77,Carson Hocevar,Chevrolet,Spire Motorsports,408,2,running,31.0,16.0,9.0,,2
2024,23,Richmond,short track,9,4,9,Chase Elliott,Chevrolet,Hendrick Motorsports,408,5,running,34.0,6.0,10.0,,6
2024,23,Richmond,short track,10,21,99,Daniel Suarez,Chevrolet,Trackhouse Racing,408,93,running,37.0,15.0,1.0,,10
2024,23,Richmond,short track,11,11,12,Ryan Blaney,Ford,Team Penske,408,0,running,26.0,14.0,14.0,,0
2024,23,Richmond,short track,12,12,8,Kyle Busch,Chevrolet,Richard Childress Racing,408,0,running,25.0,18.0,18.0,,0
2024,23,Richmond,short track,13,13,24,William Byron,Chevrolet,Hendrick Motorsports,408,0,running,24.0,12.0,13.0,,0
2024,23,Richmond,short track,14,3,4,Josh Berry,Ford,Stewart-Haas Racing,408,0,running,24.0,10.0,17.0,,1
2024,23,Richmond,short track,15,28,34,Michael McDowell,Ford,Front Row Motorsports,408,0,running,27.0,29.0,6.0,,5
2024,23,Richmond,short track,16,29,6,Brad Keselowski,Ford,RFK Racing,408,0,running,21.0,27.0,22.0,,0
2024,23,Richmond,short track,17,23,38,Todd Gilliland,Ford,Front Row Motorsports,408,0,running,20.0,20.0,24.0,,0
2024,23,Richmond,short track,18,7,17,Chris Buescher,Ford,RFK Racing,408,0,running,22.0,8.0,25.0,,3
2024,23,Richmond,short track,19,9,22,Joey Logano,Ford,Team Penske,408,2,running,32.0,4.0,4.0,,14
2024,23,Richmond,short track,20,16,10,Noah Gragson,Ford,Stewart-Haas Racing,407,0,running,17.0,28.0,27.0,,0
2024,23,Richmond,short track,21,25,14,Chase Briscoe,Ford,Stewart-Haas Racing,407,0,running,16.0,25.0,26.0,,0
2024,23,Richmond,short track,22,14,54,Ty Gibbs,Toyota,Joe Gibbs Racing,407,0,running,15.0,17.0,28.0,,0
2024,23,Richmond,short track,23,20,71,Zane Smith,Chevrolet,Spire Motorsports,407,0,running,14.0,22.0,21.0,,0
2024,23,Richmond,short track,24,18,2,Austin Cindric,Ford,Team Penske,407,0,running,13.0,19.0,20.0,,0
2024,23,Richmond,short track,25,26,41,Ryan Preece,Ford,Stewart-Haas Racing,407,0,running,12.0,23.0,19.0,,0
2024,23,Richmond,short track,26,30,16,Ty Dillon,Chevrolet,Kaulig Racing,407,0,running,0.0,32.0,29.0,,0
2024,23,Richmond,short track,27,36,51,Justin Haley,Ford,Rick Ware Racing,406,0,running,10.0,31.0,34.0,,0
2024,23,Richmond,short track,28,17,48,Alex Bowman,Chevrolet,Hendrick Motorsports,406,0,running,9.0,21.0,23.0,,0
2024,23,Richmond,short track,29,27,43,Erik Jones,Toyota,Legacy Motor Club,406,0,running,8.0,26.0,31.0,,0
2024,23,Richmond,short track,30,32,31,Daniel Hemric,Chevrolet,Kaulig Racing,406,0,running,7.0,35.0,30.0,,0
2024,23,Richmond,short track,31,35,42,John Hunter Nemechek,Toyota,Legacy Motor Club,405,0,running,6.0,34.0,35.0,,0
2024,23,Richmond,short track,32,31,21,Harrison Burton,Ford,Wood Brothers Racing,405,0,running,5.0,33.0,33.0,,0
2024,23,Richmond,short track,33,34,15,Riley Herbst,Ford,Rick Ware Racing,405,0,running,0.0,36.0,32.0,,0
2024,23,Richmond,short track,34,24,7,Corey LaJoie,Chevrolet,Spire Motorsports,404,0,running,3.0,30.0,36.0,,0
2024,23,Richmond,short track,35,37,66,Parker Retzlaff,Ford,MBM Motorsports,402,0,running,0.0,37.0,37.0,,0
2024,23,Richmond,short track,36,33,47,"Ricky Stenhouse, Jr.",Chevrolet,JTG Daugherty Racing,397,0,accident,1.0,24.0,16.0,,0
2024,23,Richmond,short track,37,2,19,"Martin Truex, Jr.",Toyota,Joe Gibbs Racing,250,0,engine,9.0,3.0,11.0,,8
2024,24,Michigan,long intermediate,1,2,45,Tyler Reddick,Toyota,23XI Racing,206,15,running,40.0,12.0,27.0,,0
2024,24,Michigan,long intermediate,2,9,24,William Byron,Chevrolet,Hendrick Motorsports,206,20,running,50.0,3.0,4.0,,15
2024,24,Michigan,long intermediate,3,19,54,Ty Gibbs,Toyota,Joe Gibbs Racing,206,2,running,42.0,19.0,3.0,,8
2024,24,Michigan,long intermediate,4,13,8,Kyle Busch,Chevrolet,Richard Childress Racing,206,24,running,48.0,6.0,1.0,,15
2024,24,Michigan,long intermediate,5,15,6,Brad Keselowski,Ford,RFK Racing,206,2,running,41.0,7.0,6.0,,9
2024,24,Michigan,long intermediate,6,18,17,Chris Buescher,Ford,RFK Racing,206,0,running,37.0,5.0,21.0,,6
2024,24,Michigan,long intermediate,7,27,71,Zane Smith,Chevrolet,Spire Motorsports,206,0,running,30.0,32.0,25.0,,0
2024,24,Michigan,long intermediate,8,12,99,Daniel Suarez,Chevrolet,Trackhouse Racing,206,7,running,29.0,11.0,22.0,,0
2024,24,Michigan,long intermediate,9,1,11,Denny Hamlin,Toyota,Joe Gibbs Racing,206,0,running,28.0,22.0,26.0,,0
2024,24,Michigan,long intermediate,10,11,77,Carson Hocevar,Chevrolet,Spire Motorsports,206,3,running,27.0,33.0,17.0,,0
2024,24,Michigan,long intermediate,11,26,41,Ryan Preece,Ford,Stewart-Haas Racing,206,0,running,26.0,29.0,18.0,,0
2024,24,Michigan,long intermediate,12,25,10,Noah Gragson,Ford,Stewart-Haas Racing,206,0,running,25.0,20.0,20.0,,0
2024,24,Michigan,long intermediate,13,30,47,"Ricky Stenhouse, Jr.",Chevrolet,JTG Daugherty Racing,206,2,running,24.0,21.0,16.0,,0
2024,24,Michigan,long intermediate,14,34,21,Harrison Burton,Ford,Wood Brothers Racing,206,5,running,23.0,31.0,29.0,,0
2024,24,Michigan,long intermediate,15,6,9,Chase Elliott,Chevrolet,Hendrick Motorsports,206,29,running,31.0,2.0,14.0,,9
2024,24,Michigan,long intermediate,16,28,43,Erik Jones,Toyota,Legacy Motor Club,206,0,running,24.0,23.0,8.0,,3
2024,24,Michigan,long intermediate,17,10,3,Austin Dillon,Chevrolet,Richard Childress Racing,206,0,running,26.0,35.0,5.0,,6
2024,24,Michigan,long intermediate,18,8,12,Ryan Blaney,Ford,Team Penske,206,15,running,30.0,1.0,10.0,,11
2024,24,Michigan,long intermediate,19,17,34,Michael McDowell,Ford,Front Row Motorsports,206,0,running,18.0,34.0,32.0,,0
2024,24,Michigan,long intermediate,20,29,51,Justin Haley,Ford,Rick Ware Racing,206,0,running,17.0,28.0,33.0,,0
2024,24,Michigan,long intermediate,21,36,15,Cody Ware,Ford,Rick Ware Racing,206,0,running,18.0,26.0,9.0,,2
2024,24,Michigan,long intermediate,22,16,4,Josh Berry,Ford,Stewart-Haas Racing,206,4,running,15.0,36.0,28.0,,0
2024,24,Michigan,long intermediate,23,32,31,Daniel Hemric,Chevrolet,Kaulig Racing,206,0,running,14.0,25.0,23.0,,0
2024,24,Michigan,long intermediate,24,24,19,"Martin Truex, Jr.",Toyota,Joe Gibbs Racing,206,28,running,20.0,8.0,7.0,,7
2024,24,Michigan,long intermediate,25,7,1,Ross Chastain,Chevrolet,Trackhouse Racing,205,4,running,22.0,10.0,2.0,,10
2024,24,Michigan,long intermediate,26,5,23,Bubba Wallace,Toyota,23XI Racing,205,5,running,18.0,4.0,13.0,,7
2024,24,Michigan,long intermediate,27,22,48,Alex Bowman,Chevrolet,Hendrick Motorsports,205,0,running,12.0,9.0,12.0,,2
2024,24,Michigan,long intermediate,28,23,2,Austin Cindric,Ford,Team Penske,204,0,running,9.0,27.0,34.0,,0
2024,24,Michigan,long intermediate,29,33,42,John Hunter Nemechek,Toyota,Legacy Motor Club,202,0,running,8.0,30.0,35.0,,0
2024,24,Michigan,long intermediate,30,35,16,A.J. Allmendinger,Chevrolet,Kaulig Racing,200,0,running,0.0,18.0,36.0,,0
2024,24,Michigan,long intermediate,31,21,14,Chase Briscoe,Ford,Stewart-Haas Racing,157,0,suspension,6.0,13.0,15.0,,0
2024,24,Michigan,long intermediate,32,31,7,Corey LaJoie,Chevrolet,Spire Motorsports,135,0,accident,5.0,17.0,24.0,,0
2024,24,Michigan,long intermediate,33,14,22,Joey Logano,Ford,Team Penske,117,0,accident,4.0,16.0,31.0,,0
2024,24,Michigan,long intermediate,34,4,5,Kyle Larson,Chevrolet,Hendrick Motorsports,115,41,accident,3.0,14.0,11.0,,0
2024,24,Michigan,long intermediate,35,3,20,Christopher Bell,Toyota,Joe Gibbs Racing,115,0,accident,2.0,15.0,19.0,,0
2024,24,Michigan,long intermediate,36,20,38,Todd Gilliland,Ford,Front Row Motorsports,114,0,accident,1.0,24.0,30.0,,0
2024,25,Daytona,superspeedway,1,20,21,Harrison Burton,Ford,Wood Brothers Racing,164,1,running,40.0,34.0,18.0,,0
2024,25,Daytona,superspeedway,2,11,8,Kyle Busch,Chevrolet,Richard Childress Racing,164,8,running,39.0,13.0,7.0,,4
2024,25,Daytona,superspeedway,3,27,20,Christopher Bell,Toyota,Joe Gibbs Racing,164,0,running,34.0,15.0,20.0,,0
2024,25,Daytona,superspeedway,4,33,15,Cody Ware,Ford,Rick Ware Racing,164,0,running,33.0,29.0,21.0,,0
2024,25,Daytona,superspeedway,5,26,54,Ty Gibbs,Toyota,Joe Gibbs Racing,164,0,running,32.0,19.0,15.0,,0
2024,25,Daytona,superspeedway,6,18,23,Bubba Wallace,Toyota,23XI Racing,164,16,running,32.0,12.0,10.0,,1
2024,25,Daytona,superspeedway,7,29,62,Parker Retzlaff,Chevrolet,Beard Motorsports,164,0,running,0.0,37.0,30.0,,0
2024,25,Daytona,superspeedway,8,12,6,Brad Keselowski,Ford,RFK Racing,164,8,running,41.0,7.0,3.0,,12
2024,25,Daytona,superspeedway,9,28,31,Daniel Hemric,Chevrolet,Kaulig Racing,164,0,running,28.0,33.0,25.0,,0
2024,25,Daytona,superspeedway,10,13,17,Chris Buescher,Ford,RFK Racing,164,10,running,37.0,3.0,9.0,,10
2024,25,Daytona,superspeedway,11,37,77,Carson Hocevar,Chevrolet,Spire Motorsports,164,1,running,26.0,38.0,27.0,,0
2024,25,Daytona,superspeedway,12,24,1,Ross Chastain,Chevrolet,Trackhouse Racing,164,0,running,25.0,11.0,32.0,,0
2024,25,Daytona,superspeedway,13,30,71,Zane Smith,Chevrolet,Spire Motorsports,164,0,running,24.0,28.0,17.0,,0
2024,25,Daytona,superspeedway,14,6,14,Chase Briscoe,Ford,Stewart-Haas Racing,164,2,running,23.0,26.0,23.0,,0
2024,25,Daytona,superspeedway,15,31,42,John Hunter Nemechek,Toyota,Legacy Motor Club,164,0,running,22.0,25.0,22.0,,0
2024,25,Daytona,superspeedway,16,21,48,Alex Bowman,Chevrolet,Hendrick Motorsports,164,0,running,21.0,14.0,13.0,,0
2024,25,Daytona,superspeedway,17,40,43,Erik Jones,Toyota,Legacy Motor Club,164,0,running,20.0,24.0,29.0,,0
2024,25,Daytona,superspeedway,18,8,2,Austin Cindric,Ford,Team Penske,164,15,running,26.0,4.0,16.0,,7
2024,25,Daytona,superspeedway,19,38,78,B.J. McLeod,Chevrolet,Live Fast Motorsports,164,0,running,0.0,22.0,19.0,,0
2024,25,Daytona,superspeedway,20,39,44,Joey Gase,Chevrolet,NY Racing Team,164,0,running,0.0,40.0,28.0,,0
2024,25,Daytona,superspeedway,21,9,5,Kyle Larson,Chevrolet,Hendrick Motorsports,163,5,running,24.0,10.0,4.0,,8
2024,25,Daytona,superspeedway,22,16,3,Austin Dillon,Chevrolet,Richard Childress Racing,162,0,running,15.0,30.0,24.0,,0
2024,25,Daytona,superspeedway,23,2,38,Todd Gilliland,Ford,Front Row Motorsports,162,5,running,25.0,6.0,5.0,,11
2024,25,Daytona,superspeedway,24,17,19,"Martin Truex, Jr.",Toyota,Joe Gibbs Racing,161,0,running,13.0,27.0,33.0,,0
2024,25,Daytona,superspeedway,25,23,33,Austin Hill,Chevrolet,Richard Childress Racing,159,0,accident,0.0,35.0,26.0,,0
2024,25,Daytona,superspeedway,26,5,4,Josh Berry,Ford,Stewart-Haas Racing,158,9,accident,21.0,1.0,14.0,,10
2024,25,Daytona,superspeedway,27,7,24,William Byron,Chevrolet,Hendrick Motorsports,158,1,accident,15.0,9.0,8.0,,5
2024,25,Daytona,superspeedway,28,25,45,Tyler Reddick,Toyota,23XI Racing,156,0,accident,9.0,20.0,12.0,,0
2024,25,Daytona,superspeedway,29,14,12,Ryan Blaney,Ford,Team Penske,154,0,accident,23.0,5.0,2.0,,15
2024,25,Daytona,superspeedway,30,1,34,Michael McDowell,Ford,Front Row Motorsports,151,26,accident,10.0,8.0,11.0,,3
2024,25,Daytona,superspeedway,31,3,22,Joey Logano,Ford,Team Penske,151,34,accident,25.0,2.0,1.0,,19
2024,25,Daytona,superspeedway,32,36,51,Justin Haley,Ford,Rick Ware Racing,151,21,accident,10.0,16.0,6.0,,5
2024,25,Daytona,superspeedway,33,35,47,"Ricky Stenhouse, Jr.",Chevrolet,JTG Daugherty Racing,151,2,accident,4.0,39.0,31.0,,0
2024,25,Daytona,superspeedway,34,34,7,Corey LaJoie,Chevrolet,Spire Motorsports,132,0,running,3.0,17.0,35.0,,0
2024,25,Daytona,superspeedway,35,32,16,Shane Van Gisbergen,Chevrolet,Kaulig Racing,80,0,engine,0.0,36.0,34.0,,0
2024,25,Daytona,superspeedway,36,10,9,Chase Elliott,Chevrolet,Hendrick Motorsports,61,0,accident,1.0,21.0,38.0,,0
2024,25,Daytona,superspeedway,37,15,10,Noah Gragson,Ford,Stewart-Haas Racing,59,0,accident,1.0,31.0,36.0,,0
2024,25,Daytona,superspeedway,38,19,11,Denny Hamlin,Toyota,Joe Gibbs Racing,59,0,accident,1.0,18.0,37.0,,0
2024,25,Daytona,superspeedway,39,4,41,Ryan Preece,Ford,Stewart-Haas Racing,59,0,dvp,1.0,32.0,39.0,,0
2024,25,Daytona,superspeedway,40,22,99,Daniel Suarez,Chevrolet,Trackhouse Racing,37,0,fire,1.0,23.0,40.0,,0
2024,26,Darlington,short intermediate,1,3,14,Chase Briscoe,Ford,Stewart-Haas Racing,367,29,running,57.0,3.0,2.0,,17
2024,26,Darlington,short intermediate,2,17,8,Kyle Busch,Chevrolet,Richard Childress Racing,367,0,running,35.0,20.0,12.0,,0
2024,26,Darlington,short intermediate,3,9,20,Christopher Bell,Toyota,Joe Gibbs Racing,367,1,running,46.0,5.0,5.0,,12
2024,26,Darlington,short intermediate,4,4,5,Kyle Larson,Chevrolet,Hendrick Motorsports,367,263,running,53.0,1.0,1.0,,20
2024,26,Darlington,short intermediate,5,22,1,Ross Chastain,Chevrolet,Trackhouse Racing,367,3,running,32.0,22.0,16.0,,0
2024,26,Darlington,short intermediate,6,10,17,Chris Buescher,Ford,RFK Racing,367,0,running,32.0,10.0,13.0,,1
2024,26,Darlington,short intermediate,7,14,11,Denny Hamlin,Toyota,Joe Gibbs Racing,367,21,running,43.0,6.0,3.0,,13
2024,26,Darlington,short intermediate,8,23,22,Joey Logano,Ford,Team Penske,367,0,running,29.0,15.0,15.0,,0
