year,race_num,track,track_type,fin,start,car_num,driver,manu,team_name,laps,laps_led,status,points,stage_1,stage_2,stage_3_or_duel,stage_points
2024,15,Gateway,short intermediate,6,18,3,Austin Dillon,Chevrolet,Richard Childress Racing,240,0,running,33.0,28.0,9.0,,2
2024,15,Gateway,short intermediate,7,4,20,Christopher Bell,Toyota,Joe Gibbs Racing,240,80,running,50.0,1.0,1.0,,20
2024,15,Gateway,short intermediate,8,20,77,Carson Hocevar,Chevrolet,Spire Motorsports,240,0,running,32.0,20.0,8.0,,3
2024,15,Gateway,short intermediate,9,21,51,Justin Haley,Ford,Rick Ware Racing,240,0,running,28.0,21.0,26.0,,0
2024,15,Gateway,short intermediate,10,13,5,Kyle Larson,Chevrolet,Hendrick Motorsports,240,7,running,27.0,11.0,15.0,,0
2024,15,Gateway,short intermediate,11,9,54,Ty Gibbs,Toyota,Joe Gibbs Racing,240,0,running,30.0,7.0,13.0,,4
2024,15,Gateway,short intermediate,12,16,1,Ross Chastain,Chevrolet,Trackhouse Racing,240,0,running,25.0,14.0,22.0,,0
2024,15,Gateway,short intermediate,13,17,9,Chase Elliott,Chevrolet,Hendrick Motorsports,240,0,running,32.0,10.0,4.0,,8
2024,15,Gateway,short intermediate,14,26,17,Chris Buescher,Ford,RFK Racing,240,0,running,23.0,29.0,25.0,,0
2024,15,Gateway,short intermediate,15,11,24,William Byron,Chevrolet,Hendrick Motorsports,240,0,running,27.0,6.0,19.0,,5
2024,15,Gateway,short intermediate,16,35,38,Todd Gilliland,Ford,Front Row Motorsports,240,6,running,21.0,16.0,32.0,,0
2024,15,Gateway,short intermediate,17,23,14,Chase Briscoe,Ford,Stewart-Haas Racing,240,0,running,24.0,23.0,7.0,,4
2024,15,Gateway,short intermediate,18,28,31,Daniel Hemric,Chevrolet,Kaulig Racing,240,0,running,19.0,35.0,12.0,,0
2024,15,Gateway,short intermediate,19,36,71,Zane Smith,Chevrolet,Spire Motorsports,240,0,running,18.0,25.0,16.0,,0
2024,15,Gateway,short intermediate,20,24,47,"Ricky Stenhouse, Jr.",Chevrolet,JTG Daugherty Racing,240,0,running,17.0,31.0,21.0,,0
2024,15,Gateway,short intermediate,21,8,23,Bubba Wallace,Toyota,23XI Racing,240,0,running,16.0,12.0,23.0,,0
2024,15,Gateway,short intermediate,22,27,10,Noah Gragson,Ford,Stewart-Haas Racing,240,0,running,15.0,27.0,17.0,,0
2024,15,Gateway,short intermediate,23,31,99,Daniel Suarez,Chevrolet,Trackhouse Racing,240,0,running,14.0,30.0,27.0,,0
2024,15,Gateway,short intermediate,24,3,12,Ryan Blaney,Ford,Team Penske,240,20,running,29.0,3.0,3.0,,16
2024,15,Gateway,short intermediate,25,1,34,Michael McDowell,Ford,Front Row Motorsports,239,40,running,21.0,2.0,28.0,,9
2024,15,Gateway,short intermediate,26,22,43,Erik Jones,Toyota,Legacy Motor Club,239,0,running,11.0,19.0,29.0,,0
2024,15,Gateway,short intermediate,27,33,42,John Hunter Nemechek,Toyota,Legacy Motor Club,239,0,running,10.0,24.0,31.0,,0
2024,15,Gateway,short intermediate,28,14,48,Alex Bowman,Chevrolet,Hendrick Motorsports,239,0,running,9.0,13.0,30.0,,0
2024,15,Gateway,short intermediate,29,32,41,Ryan Preece,Ford,Stewart-Haas Racing,239,0,running,8.0,15.0,24.0,,0
2024,15,Gateway,short intermediate,30,25,16,Derek Kraus,Chevrolet,Kaulig Racing,239,0,running,7.0,34.0,33.0,,0
2024,15,Gateway,short intermediate,31,30,21,Harrison Burton,Ford,Wood Brothers Racing,239,0,running,6.0,32.0,11.0,,0
2024,15,Gateway,short intermediate,32,15,7,Corey LaJoie,Chevrolet,Spire Motorsports,239,0,running,5.0,33.0,18.0,,0
2024,15,Gateway,short intermediate,33,34,15,Cody Ware,Ford,Rick Ware Racing,238,0,running,4.0,36.0,34.0,,0
2024,15,Gateway,short intermediate,34,19,19,"Martin Truex, Jr.",Toyota,Joe Gibbs Racing,237,1,running,3.0,17.0,35.0,,0
2024,15,Gateway,short intermediate,35,10,8,Kyle Busch,Chevrolet,Richard Childress Racing,139,15,accident,2.0,18.0,14.0,,0
2024,15,Gateway,short intermediate,36,29,4,Josh Berry,Ford,Stewart-Haas Racing,109,0,accident,1.0,22.0,36.0,,0
2024,16,Sonoma,road course,1,5,5,Kyle Larson,Chevrolet,Hendrick Motorsports,110,19,running,48.0,3.0,25.0,,8
2024,16,Sonoma,road course,2,12,34,Michael McDowell,Ford,Front Row Motorsports,110,0,running,40.0,6.0,16.0,,5
2024,16,Sonoma,road course,3,26,17,Chris Buescher,Ford,RFK Racing,110,32,running,44.0,28.0,1.0,,10
2024,16,Sonoma,road course,4,4,9,Chase Elliott,Chevrolet,Hendrick Motorsports,110,3,running,40.0,4.0,31.0,,7
2024,16,Sonoma,road course,5,9,1,Ross Chastain,Chevrolet,Trackhouse Racing,110,0,running,36.0,7.0,26.0,,4
2024,16,Sonoma,road course,6,11,16,A.J. Allmendinger,Chevrolet,Kaulig Racing,110,3,running,0.0,15.0,5.0,,0
2024,16,Sonoma,road course,7,3,12,Ryan Blaney,Ford,Team Penske,110,1,running,39.0,2.0,30.0,,9
2024,16,Sonoma,road course,8,2,45,Tyler Reddick,Toyota,23XI Racing,110,35,running,39.0,1.0,29.0,,10
2024,16,Sonoma,road course,9,15,20,Christopher Bell,Toyota,Joe Gibbs Racing,110,0,running,28.0,25.0,15.0,,0
2024,16,Sonoma,road course,10,14,38,Todd Gilliland,Ford,Front Row Motorsports,110,0,running,31.0,10.0,8.0,,4
2024,16,Sonoma,road course,11,17,7,Corey LaJoie,Chevrolet,Spire Motorsports,110,0,running,28.0,9.0,18.0,,2
2024,16,Sonoma,road course,12,29,8,Kyle Busch,Chevrolet,Richard Childress Racing,110,1,running,32.0,18.0,4.0,,7
2024,16,Sonoma,road course,13,35,6,Brad Keselowski,Ford,RFK Racing,110,0,running,29.0,26.0,6.0,,5
2024,16,Sonoma,road course,14,7,99,Daniel Suarez,Chevrolet,Trackhouse Racing,110,0,running,26.0,8.0,32.0,,3
2024,16,Sonoma,road course,15,8,48,Alex Bowman,Chevrolet,Hendrick Motorsports,110,0,running,28.0,5.0,33.0,,6
2024,16,Sonoma,road course,16,20,71,Zane Smith,Chevrolet,Spire Motorsports,110,0,running,21.0,22.0,34.0,,0
2024,16,Sonoma,road course,17,13,77,Carson Hocevar,Chevrolet,Spire Motorsports,110,0,running,20.0,11.0,14.0,,0
2024,16,Sonoma,road course,18,30,41,Ryan Preece,Ford,Stewart-Haas Racing,110,0,running,28.0,24.0,2.0,,9
2024,16,Sonoma,road course,19,38,43,Erik Jones,Toyota,Legacy Motor Club,110,0,running,22.0,23.0,7.0,,4
2024,16,Sonoma,road course,20,18,23,Bubba Wallace,Toyota,23XI Racing,110,0,running,17.0,12.0,19.0,,0
2024,16,Sonoma,road course,21,1,22,Joey Logano,Ford,Team Penske,110,16,running,18.0,30.0,9.0,,2
2024,16,Sonoma,road course,22,28,2,Austin Cindric,Ford,Team Penske,110,0,running,15.0,14.0,22.0,,0
2024,16,Sonoma,road course,23,36,15,Kaz Grala,Ford,Rick Ware Racing,110,0,running,14.0,33.0,23.0,,0
2024,16,Sonoma,road course,24,33,47,"Ricky Stenhouse, Jr.",Chevrolet,JTG Daugherty Racing,110,0,running,13.0,32.0,11.0,,0
2024,16,Sonoma,road course,25,22,21,Harrison Burton,Ford,Wood Brothers Racing,110,0,running,13.0,34.0,10.0,,1
2024,16,Sonoma,road course,26,19,10,Noah Gragson,Ford,Stewart-Haas Racing,110,0,running,11.0,13.0,20.0,,0
2024,16,Sonoma,road course,27,21,19,"Martin Truex, Jr.",Toyota,Joe Gibbs Racing,110,1,running,18.0,19.0,3.0,,8
2024,16,Sonoma,road course,28,34,31,Daniel Hemric,Chevrolet,Kaulig Racing,109,0,running,9.0,29.0,12.0,,0
2024,16,Sonoma,road course,29,37,42,John Hunter Nemechek,Toyota,Legacy Motor Club,109,0,running,8.0,36.0,28.0,,0
2024,16,Sonoma,road course,30,6,24,William Byron,Chevrolet,Hendrick Motorsports,108,0,running,7.0,21.0,27.0,,0
2024,16,Sonoma,road course,31,24,33,William Brown,Chevrolet,Richard Childress Racing,107,0,running,6.0,27.0,35.0,,0
2024,16,Sonoma,road course,32,32,4,Josh Berry,Ford,Stewart-Haas Racing,95,0,suspension,5.0,20.0,24.0,,0
2024,16,Sonoma,road course,33,27,51,Justin Haley,Ford,Rick Ware Racing,88,0,steering,4.0,31.0,13.0,,0
2024,16,Sonoma,road course,34,23,14,Chase Briscoe,Ford,Stewart-Haas Racing,73,0,transmission,3.0,35.0,17.0,,0
2024,16,Sonoma,road course,35,31,60,Cameron Waters,Ford,RFK Racing,66,0,suspension,2.0,17.0,21.0,,0
2024,16,Sonoma,road course,36,16,3,Austin Dillon,Chevrolet,Richard Childress Racing,39,0,dvp,1.0,16.0,36.0,,0
2024,16,Sonoma,road course,37,10,54,Ty Gibbs,Toyota,Joe Gibbs Racing,16,0,dvp,1.0,37.0,37.0,,0
2024,16,Sonoma,road course,38,25,11,Denny Hamlin,Toyota,Joe Gibbs Racing,2,0,engine,1.0,38.0,38.0,,0
2024,17,Iowa,short track,1,2,12,Ryan Blaney,Ford,Team Penske,350,201,running,57.0,1.0,4.0,,17
2024,17,Iowa,short track,2,4,24,William Byron,Chevrolet,Hendrick Motorsports,350,0,running,42.0,4.0,11.0,,7
2024,17,Iowa,short track,3,9,9,Chase Elliott,Chevrolet,Hendrick Motorsports,350,1,running,44.0,9.0,3.0,,10
2024,17,Iowa,short track,4,10,20,Christopher Bell,Toyota,Joe Gibbs Racing,350,7,running,33.0,17.0,18.0,,0
2024,17,Iowa,short track,5,35,47,"Ricky Stenhouse, Jr.",Chevrolet,JTG Daugherty Racing,350,4,running,32.0,22.0,13.0,,0
2024,17,Iowa,short track,6,11,22,Joey Logano,Ford,Team Penske,350,0,running,36.0,6.0,17.0,,5
2024,17,Iowa,short track,7,3,4,Josh Berry,Ford,Stewart-Haas Racing,350,32,running,45.0,5.0,2.0,,15
2024,17,Iowa,short track,8,33,48,Alex Bowman,Chevrolet,Hendrick Motorsports,350,0,running,29.0,11.0,16.0,,0
2024,17,Iowa,short track,9,13,99,Daniel Suarez,Chevrolet,Trackhouse Racing,350,4,running,36.0,3.0,14.0,,8
2024,17,Iowa,short track,10,5,6,Brad Keselowski,Ford,RFK Racing,350,5,running,32.0,8.0,9.0,,5
2024,17,Iowa,short track,11,17,1,Ross Chastain,Chevrolet,Trackhouse Racing,350,0,running,26.0,12.0,19.0,,0
2024,17,Iowa,short track,12,14,38,Todd Gilliland,Ford,Front Row Motorsports,350,0,running,28.0,30.0,8.0,,3
2024,17,Iowa,short track,13,19,51,Justin Haley,Ford,Rick Ware Racing,350,0,running,25.0,28.0,10.0,,1
2024,17,Iowa,short track,14,20,77,Carson Hocevar,Chevrolet,Spire Motorsports,350,0,running,23.0,26.0,15.0,,0
2024,17,Iowa,short track,15,31,19,"Martin Truex, Jr.",Toyota,Joe Gibbs Racing,349,0,running,22.0,21.0,30.0,,0
2024,17,Iowa,short track,16,23,10,Noah Gragson,Ford,Stewart-Haas Racing,349,0,running,21.0,13.0,26.0,,0
2024,17,Iowa,short track,17,16,23,Bubba Wallace,Toyota,23XI Racing,349,0,running,26.0,18.0,5.0,,6
2024,17,Iowa,short track,18,15,17,Chris Buescher,Ford,RFK Racing,349,16,running,23.0,29.0,7.0,,4
2024,17,Iowa,short track,19,36,3,Austin Dillon,Chevrolet,Richard Childress Racing,349,0,running,18.0,27.0,28.0,,0
2024,17,Iowa,short track,20,25,21,Harrison Burton,Ford,Wood Brothers Racing,349,0,running,17.0,14.0,21.0,,0
2024,17,Iowa,short track,21,24,7,Corey LaJoie,Chevrolet,Spire Motorsports,349,0,running,20.0,7.0,23.0,,4
2024,17,Iowa,short track,22,8,45,Tyler Reddick,Toyota,23XI Racing,349,0,running,15.0,15.0,25.0,,0
2024,17,Iowa,short track,23,22,34,Michael McDowell,Ford,Front Row Motorsports,349,0,running,14.0,20.0,24.0,,0
2024,17,Iowa,short track,24,12,11,Denny Hamlin,Toyota,Joe Gibbs Racing,348,0,running,18.0,34.0,6.0,,5
2024,17,Iowa,short track,25,27,54,Ty Gibbs,Toyota,Joe Gibbs Racing,348,0,running,12.0,19.0,31.0,,0
2024,17,Iowa,short track,26,34,42,John Hunter Nemechek,Toyota,Legacy Motor Club,348,0,running,11.0,25.0,27.0,,0
2024,17,Iowa,short track,27,29,41,Ryan Preece,Ford,Stewart-Haas Racing,348,0,running,10.0,24.0,20.0,,0
2024,17,Iowa,short track,28,6,14,Chase Briscoe,Ford,Stewart-Haas Racing,348,0,running,9.0,16.0,29.0,,0
2024,17,Iowa,short track,29,30,31,Daniel Hemric,Chevrolet,Kaulig Racing,348,0,running,8.0,35.0,32.0,,0
2024,17,Iowa,short track,30,21,2,Austin Cindric,Ford,Team Penske,347,0,running,7.0,23.0,22.0,,0
2024,17,Iowa,short track,31,26,71,Zane Smith,Chevrolet,Spire Motorsports,347,0,running,6.0,32.0,33.0,,0
2024,17,Iowa,short track,32,32,43,Erik Jones,Toyota,Legacy Motor Club,347,0,running,5.0,31.0,35.0,,0
2024,17,Iowa,short track,33,28,15,Kaz Grala,Ford,Rick Ware Racing,345,0,running,4.0,33.0,34.0,,0
2024,17,Iowa,short track,34,1,5,Kyle Larson,Chevrolet,Hendrick Motorsports,314,80,running,22.0,2.0,1.0,,19
2024,17,Iowa,short track,35,7,8,Kyle Busch,Chevrolet,Richard Childress Racing,272,0,water pump,3.0,10.0,12.0,,1
2024,17,Iowa,short track,36,18,16,A.J. Allmendinger,Chevrolet,Kaulig Racing,54,0,accident,0.0,36.0,36.0,,0
2024,18,New Hampshire,short intermediate,1,4,20,Christopher Bell,Toyota,Joe Gibbs Racing,305,149,running,57.0,1.0,4.0,,17
2024,18,New Hampshire,short intermediate,2,23,14,Chase Briscoe,Ford,Stewart-Haas Racing,305,0,running,35.0,27.0,22.0,,0
2024,18,New Hampshire,short intermediate,3,10,4,Josh Berry,Ford,Stewart-Haas Racing,305,0,running,43.0,5.0,8.0,,9
2024,18,New Hampshire,short intermediate,4,19,5,Kyle Larson,Chevrolet,Hendrick Motorsports,305,0,running,37.0,12.0,7.0,,4
2024,18,New Hampshire,short intermediate,5,15,17,Chris Buescher,Ford,RFK Racing,305,0,running,32.0,18.0,11.0,,0
2024,18,New Hampshire,short intermediate,6,12,45,Tyler Reddick,Toyota,23XI Racing,305,53,running,33.0,9.0,14.0,,2
2024,18,New Hampshire,short intermediate,7,13,47,"Ricky Stenhouse, Jr.",Chevrolet,JTG Daugherty Racing,305,0,running,30.0,24.0,28.0,,0
2024,18,New Hampshire,short intermediate,8,28,42,John Hunter Nemechek,Toyota,Legacy Motor Club,305,0,running,29.0,30.0,32.0,,0
2024,18,New Hampshire,short intermediate,9,7,19,"Martin Truex, Jr.",Toyota,Joe Gibbs Racing,305,0,running,42.0,6.0,2.0,,14
2024,18,New Hampshire,short intermediate,10,8,1,Ross Chastain,Chevrolet,Trackhouse Racing,305,0,running,31.0,8.0,10.0,,4
2024,18,New Hampshire,short intermediate,11,31,41,Ryan Preece,Ford,Stewart-Haas Racing,305,0,running,26.0,26.0,21.0,,0
2024,18,New Hampshire,short intermediate,12,16,38,Todd Gilliland,Ford,Front Row Motorsports,305,19,running,30.0,14.0,6.0,,5
2024,18,New Hampshire,short intermediate,13,32,43,Erik Jones,Toyota,Legacy Motor Club,305,0,running,24.0,25.0,24.0,,0
2024,18,New Hampshire,short intermediate,14,27,21,Harrison Burton,Ford,Wood Brothers Racing,305,0,running,23.0,23.0,20.0,,0
2024,18,New Hampshire,short intermediate,15,25,34,Michael McDowell,Ford,Front Row Motorsports,305,0,running,22.0,20.0,23.0,,0
2024,18,New Hampshire,short intermediate,16,18,54,Ty Gibbs,Toyota,Joe Gibbs Racing,305,0,running,21.0,11.0,13.0,,0
2024,18,New Hampshire,short intermediate,17,20,77,Carson Hocevar,Chevrolet,Spire Motorsports,305,0,running,20.0,19.0,27.0,,0
2024,18,New Hampshire,short intermediate,18,1,9,Chase Elliott,Chevrolet,Hendrick Motorsports,305,41,running,29.0,3.0,9.0,,10
2024,18,New Hampshire,short intermediate,19,29,2,Austin Cindric,Ford,Team Penske,305,0,running,18.0,28.0,19.0,,0
2024,18,New Hampshire,short intermediate,20,36,16,Ty Dillon,Chevrolet,Kaulig Racing,305,0,running,0.0,36.0,31.0,,0
2024,18,New Hampshire,short intermediate,21,11,99,Daniel Suarez,Chevrolet,Trackhouse Racing,305,0,running,16.0,31.0,34.0,,0
2024,18,New Hampshire,short intermediate,22,35,15,Kaz Grala,Ford,Rick Ware Racing,305,0,running,15.0,35.0,30.0,,0
2024,18,New Hampshire,short intermediate,23,26,7,Corey LaJoie,Chevrolet,Spire Motorsports,305,0,running,14.0,21.0,16.0,,0
2024,18,New Hampshire,short intermediate,24,14,11,Denny Hamlin,Toyota,Joe Gibbs Racing,305,43,running,27.0,7.0,1.0,,14
2024,18,New Hampshire,short intermediate,25,2,12,Ryan Blaney,Ford,Team Penske,305,0,running,25.0,4.0,5.0,,13
2024,18,New Hampshire,short intermediate,26,3,24,William Byron,Chevrolet,Hendrick Motorsports,305,0,running,11.0,15.0,18.0,,0
2024,18,New Hampshire,short intermediate,27,21,10,Noah Gragson,Ford,Stewart-Haas Racing,305,0,running,10.0,22.0,15.0,,0
2024,18,New Hampshire,short intermediate,28,9,6,Brad Keselowski,Ford,RFK Racing,305,0,running,9.0,16.0,25.0,,0
2024,18,New Hampshire,short intermediate,29,24,51,Justin Haley,Ford,Rick Ware Racing,305,0,running,8.0,17.0,12.0,,0
2024,18,New Hampshire,short intermediate,30,34,71,Zane Smith,Chevrolet,Spire Motorsports,304,0,running,7.0,32.0,35.0,,0
2024,18,New Hampshire,short intermediate,31,33,31,Daniel Hemric,Chevrolet,Kaulig Racing,303,0,running,6.0,34.0,33.0,,0
2024,18,New Hampshire,short intermediate,32,6,22,Joey Logano,Ford,Team Penske,302,0,running,22.0,2.0,3.0,,17
2024,18,New Hampshire,short intermediate,33,22,3,Austin Dillon,Chevrolet,Richard Childress Racing,268,0,accident,4.0,29.0,26.0,,0
2024,18,New Hampshire,short intermediate,34,17,23,Bubba Wallace,Toyota,23XI Racing,265,0,accident,3.0,13.0,17.0,,0
2024,18,New Hampshire,short intermediate,35,30,8,Kyle Busch,Chevrolet,Richard Childress Racing,222,0,accident,2.0,33.0,29.0,,0
2024,18,New Hampshire,short intermediate,36,5,48,Alex Bowman,Chevrolet,Hendrick Motorsports,142,0,engine,2.0,10.0,36.0,,1
2024,19,Nashville,short intermediate,1,26,22,Joey Logano,Ford,Team Penske,331,9,running,40.0,21.0,21.0,,0
2024,19,Nashville,short intermediate,2,36,71,Zane Smith,Chevrolet,Spire Motorsports,331,0,running,35.0,33.0,33.0,,0
2024,19,Nashville,short intermediate,3,6,45,Tyler Reddick,Toyota,23XI Racing,331,16,running,51.0,3.0,2.0,,17
2024,19,Nashville,short intermediate,4,22,41,Ryan Preece,Ford,Stewart-Haas Racing,331,0,running,33.0,25.0,26.0,,0
2024,19,Nashville,short intermediate,5,9,17,Chris Buescher,Ford,RFK Racing,331,0,running,37.0,8.0,9.0,,5
2024,19,Nashville,short intermediate,6,18,12,Ryan Blaney,Ford,Team Penske,331,26,running,34.0,14.0,8.0,,3
2024,19,Nashville,short intermediate,7,24,23,Bubba Wallace,Toyota,23XI Racing,331,0,running,31.0,10.0,27.0,,1
2024,19,Nashville,short intermediate,8,4,5,Kyle Larson,Chevrolet,Hendrick Motorsports,331,0,running,44.0,4.0,3.0,,15
2024,19,Nashville,short intermediate,9,37,31,Daniel Hemric,Chevrolet,Kaulig Racing,331,0,running,28.0,32.0,35.0,,0
2024,19,Nashville,short intermediate,10,16,10,Noah Gragson,Ford,Stewart-Haas Racing,331,0,running,28.0,16.0,10.0,,1
2024,19,Nashville,short intermediate,11,28,16,A.J. Allmendinger,Chevrolet,Kaulig Racing,331,1,running,0.0,30.0,23.0,,0
2024,19,Nashville,short intermediate,12,1,11,Denny Hamlin,Toyota,Joe Gibbs Racing,331,70,running,41.0,2.0,4.0,,16
2024,19,Nashville,short intermediate,13,33,51,Justin Haley,Ford,Rick Ware Racing,331,0,running,24.0,36.0,31.0,,0
2024,19,Nashville,short intermediate,14,12,48,Alex Bowman,Chevrolet,Hendrick Motorsports,331,0,running,23.0,13.0,22.0,,0
2024,19,Nashville,short intermediate,15,10,2,Austin Cindric,Ford,Team Penske,331,0,running,22.0,17.0,25.0,,0
2024,19,Nashville,short intermediate,16,15,77,Carson Hocevar,Chevrolet,Spire Motorsports,331,0,running,21.0,19.0,14.0,,0
2024,19,Nashville,short intermediate,17,32,38,Todd Gilliland,Ford,Front Row Motorsports,331,0,running,20.0,35.0,19.0,,0
2024,19,Nashville,short intermediate,18,13,9,Chase Elliott,Chevrolet,Hendrick Motorsports,331,0,running,24.0,11.0,6.0,,5
2024,19,Nashville,short intermediate,19,7,24,William Byron,Chevrolet,Hendrick Motorsports,331,0,running,22.0,7.0,13.0,,4
2024,19,Nashville,short intermediate,20,21,7,Corey LaJoie,Chevrolet,Spire Motorsports,331,0,running,17.0,20.0,30.0,,0
2024,19,Nashville,short intermediate,21,19,14,Chase Briscoe,Ford,Stewart-Haas Racing,331,0,running,16.0,27.0,17.0,,0
2024,19,Nashville,short intermediate,22,31,99,Daniel Suarez,Chevrolet,Trackhouse Racing,331,0,running,15.0,24.0,18.0,,0
2024,19,Nashville,short intermediate,23,8,54,Ty Gibbs,Toyota,Joe Gibbs Racing,331,2,running,19.0,6.0,11.0,,5
2024,19,Nashville,short intermediate,24,17,19,"Martin Truex, Jr.",Toyota,Joe Gibbs Racing,331,0,running,19.0,9.0,7.0,,6
2024,19,Nashville,short intermediate,25,5,6,Brad Keselowski,Ford,RFK Racing,330,0,running,24.0,5.0,5.0,,12
2024,19,Nashville,short intermediate,26,2,4,Josh Berry,Ford,Stewart-Haas Racing,327,0,accident,11.0,12.0,29.0,,0
2024,19,Nashville,short intermediate,27,27,8,Kyle Busch,Chevrolet,Richard Childress Racing,319,0,accident,10.0,26.0,24.0,,0
2024,19,Nashville,short intermediate,28,25,21,Harrison Burton,Ford,Wood Brothers Racing,312,0,accident,9.0,23.0,32.0,,0
2024,19,Nashville,short intermediate,29,29,50,Corey Heim,Toyota,23XI Racing,312,0,accident,0.0,22.0,12.0,,0
2024,19,Nashville,short intermediate,30,23,47,"Ricky Stenhouse, Jr.",Chevrolet,JTG Daugherty Racing,312,0,accident,7.0,34.0,34.0,,0
2024,19,Nashville,short intermediate,31,35,42,John Hunter Nemechek,Toyota,Legacy Motor Club,306,0,accident,6.0,37.0,37.0,,0
2024,19,Nashville,short intermediate,32,11,3,Austin Dillon,Chevrolet,Richard Childress Racing,305,0,accident,5.0,18.0,36.0,,0
2024,19,Nashville,short intermediate,33,20,1,Ross Chastain,Chevrolet,Trackhouse Racing,304,45,accident,4.0,15.0,15.0,,0
2024,19,Nashville,short intermediate,34,34,43,Erik Jones,Toyota,Legacy Motor Club,287,0,suspension,3.0,31.0,20.0,,0
2024,19,Nashville,short intermediate,35,14,34,Michael McDowell,Ford,Front Row Motorsports,239,31,transmission,2.0,28.0,16.0,,0
2024,19,Nashville,short intermediate,36,3,20,Christopher Bell,Toyota,Joe Gibbs Racing,227,131,accident,21.0,1.0,1.0,,20
2024,19,Nashville,short intermediate,37,30,15,Riley Herbst,Ford,Rick Ware Racing,201,0,accident,0.0,29.0,28.0,,0
2024,19,Nashville,short intermediate,38,38,66,Chad Finchum,Ford,MBM Motorsports,132,0,electrical,0.0,38.0,38.0,,0
2024,20,Chicago Street Course,road course,1,8,48,Alex Bowman,Chevrolet,Hendrick Motorsports,58,8,running,54.0,6.0,2.0,,14
2024,20,Chicago Street Course,road course,2,4,45,Tyler Reddick,Toyota,23XI Racing,58,0,running,37.0,9.0,17.0,,2
2024,20,Chicago Street Course,road course,3,2,54,Ty Gibbs,Toyota,Joe Gibbs Racing,58,17,running,42.0,3.0,15.0,,8
2024,20,Chicago Street Course,road course,4,38,60,Joey Hand,Ford,RFK Racing,58,7,running,43.0,18.0,1.0,,10
2024,20,Chicago Street Course,road course,5,3,34,Michael McDowell,Ford,Front Row Motorsports,58,0,running,32.0,36.0,26.0,,0
2024,20,Chicago Street Course,road course,6,33,47,"Ricky Stenhouse, Jr.",Chevrolet,JTG Daugherty Racing,58,0,running,34.0,15.0,8.0,,3
2024,20,Chicago Street Course,road course,7,26,38,Todd Gilliland,Ford,Front Row Motorsports,58,0,running,33.0,8.0,16.0,,3
2024,20,Chicago Street Course,road course,8,27,24,William Byron,Chevrolet,Hendrick Motorsports,58,0,running,29.0,32.0,28.0,,0
2024,20,Chicago Street Course,road course,9,19,8,Kyle Busch,Chevrolet,Richard Childress Racing,58,0,running,28.0,14.0,25.0,,0
2024,20,Chicago Street Course,road course,10,17,12,Ryan Blaney,Ford,Team Penske,58,0,running,27.0,33.0,29.0,,0
2024,20,Chicago Street Course,road course,11,9,99,Daniel Suarez,Chevrolet,Trackhouse Racing,58,0,running,27.0,10.0,32.0,,1
2024,20,Chicago Street Course,road course,12,35,31,Daniel Hemric,Chevrolet,Kaulig Racing,58,0,running,29.0,25.0,7.0,,4
2024,20,Chicago Street Course,road course,13,6,23,Bubba Wallace,Toyota,23XI Racing,58,0,running,28.0,7.0,35.0,,4
2024,20,Chicago Street Course,road course,14,28,10,Noah Gragson,Ford,Stewart-Haas Racing,58,0,running,28.0,26.0,6.0,,5
2024,20,Chicago Street Course,road course,15,21,2,Austin Cindric,Ford,Team Penske,58,0,running,22.0,39.0,33.0,,0
2024,20,Chicago Street Course,road course,16,23,51,Justin Haley,Ford,Rick Ware Racing,58,0,running,21.0,19.0,20.0,,0
2024,20,Chicago Street Course,road course,17,30,71,Zane Smith,Chevrolet,Spire Motorsports,58,3,running,20.0,27.0,37.0,,0
2024,20,Chicago Street Course,road course,18,10,6,Brad Keselowski,Ford,RFK Racing,58,0,running,27.0,24.0,3.0,,8
2024,20,Chicago Street Course,road course,19,15,3,Austin Dillon,Chevrolet,Richard Childress Racing,58,0,running,18.0,30.0,31.0,,0
2024,20,Chicago Street Course,road course,20,16,17,Chris Buescher,Ford,RFK Racing,58,0,running,17.0,21.0,21.0,,0
2024,20,Chicago Street Course,road course,21,18,9,Chase Elliott,Chevrolet,Hendrick Motorsports,58,0,running,16.0,13.0,27.0,,0
2024,20,Chicago Street Course,road course,22,14,1,Ross Chastain,Chevrolet,Trackhouse Racing,58,0,running,15.0,12.0,22.0,,0
2024,20,Chicago Street Course,road course,23,32,22,Joey Logano,Ford,Team Penske,58,0,running,14.0,38.0,34.0,,0
2024,20,Chicago Street Course,road course,24,13,77,Carson Hocevar,Chevrolet,Spire Motorsports,58,0,running,20.0,17.0,4.0,,7
2024,20,Chicago Street Course,road course,25,31,21,Harrison Burton,Ford,Wood Brothers Racing,58,0,running,14.0,40.0,9.0,,2
2024,20,Chicago Street Course,road course,26,40,15,Kaz Grala,Ford,Rick Ware Racing,58,0,running,11.0,20.0,24.0,,0
2024,20,Chicago Street Course,road course,27,20,7,Corey LaJoie,Chevrolet,Spire Motorsports,58,0,running,10.0,29.0,36.0,,0
2024,20,Chicago Street Course,road course,28,39,66,Josh Bilicki,Ford,MBM Motorsports,58,0,running,0.0,31.0,12.0,,0
2024,20,Chicago Street Course,road course,29,25,43,Erik Jones,Toyota,Legacy Motor Club,58,0,running,8.0,34.0,38.0,,0
2024,20,Chicago Street Course,road course,30,11,11,Denny Hamlin,Toyota,Joe Gibbs Racing,58,0,running,8.0,23.0,10.0,,1
